specie,major_axis,minor_axis,area,perimeter,roundness,aspect_ratio,rgb_mean,rgb_variance,rgb_skewness,rgb_kurtosis,rgb_entropy
arborio,78.52405548095703,143.06617736816406,8500.5,389.6051186323166,0.703728318545682,0.5488652658893972,78.98366675107623,10123.671337850625,0.5708843989694126,-1.630583890067528,9.17209419256029
arborio,72.12300109863281,128.79830932617188,7175.5,351.06096279621124,0.731639178899278,0.5599685389967878,74.26555979358312,10558.454764062892,0.7442142219030572,-1.4116462035971133,9.014645321074504
arborio,60.17060470581055,132.9009246826172,6206.0,371.78888463974,0.5641944792502762,0.45274782586731377,61.62795861482496,8033.101770401651,0.8723778888659616,-1.1865435254852208,8.911266812861477
arborio,66.84806060791016,145.8875732421875,7463.5,371.17871272563934,0.6807478504003134,0.45821627656343217,74.42796723354999,10182.449512553818,0.718967927237573,-1.4078330982015126,9.048679125060035
arborio,68.44424438476562,139.77134704589844,7386.0,393.6467489004135,0.5989710461014803,0.48968723441071044,72.7769562538509,9877.74578004993,0.7344505636956331,-1.3952686510277472,9.053393092869872
arborio,59.82048797607422,131.935546875,6027.0,341.5634890794754,0.6491845463424529,0.45340690506062087,66.22642489493319,9847.899480220465,0.9220792798447893,-1.1175682810941159,8.867288148937217
arborio,67.0360336303711,127.91354370117188,6641.5,341.3208477497101,0.7163914759863236,0.5240729925126525,71.56994867448321,10165.108788493857,0.7854942330713348,-1.3469896210553074,8.945356485393221
arborio,70.3848648071289,137.29837036132812,7414.0,370.8771975040436,0.6773329147883884,0.5126416622564205,77.51348450288475,11024.112692178647,0.6991740983048685,-1.4730562248374384,9.042141983758698
arborio,60.77128219604492,131.00868225097656,6001.5,330.2081506252289,0.6916622875649722,0.4638721735985702,65.27313090804927,9559.191846561398,0.9161822207297585,-1.1366367903954855,8.856026727176435
arborio,70.64271545410156,145.54820251464844,7799.0,401.4457392692566,0.6081281098982793,0.4853561516638576,82.88515590689504,11996.388699283996,0.647946915729892,-1.5355778997302605,9.088261725527826
arborio,69.12458801269531,144.53851318359375,7769.5,374.7766933441162,0.6951167998697633,0.4782433864176589,78.19267688832906,10943.935772285251,0.669850840803918,-1.5166691388181477,9.085434307208315
arborio,69.84711456298828,139.44261169433594,7510.5,364.0904006958008,0.7119676433637873,0.5009022257564717,75.16627543035993,10655.931359610455,0.731838608861387,-1.4202471372150647,9.054851203526779
arborio,66.3171615600586,131.7112579345703,6608.0,347.220343708992,0.6887626257862199,0.5035041240969903,68.07283593239332,9445.013090668852,0.8354119277221551,-1.2249011686674456,8.942205758336403
arborio,53.927059173583984,137.9368438720703,5836.0,356.6761863231659,0.5764702751409161,0.39095471274954424,61.193100143747,8471.843114826099,0.9412197954948442,-1.0710289652999583,8.853350340313334
arborio,73.1360855102539,136.5981903076172,7606.5,368.7178165912628,0.7030828213960019,0.535410354599519,72.48091026267834,9352.026425661488,0.6724771910343973,-1.5049381246612976,9.0701273435641
arborio,64.42610168457031,121.95301818847656,6016.5,323.17871260643005,0.7238828571619442,0.5282862420428229,64.33101862937599,9189.16843059402,0.9119749007980305,-1.1318713375660325,8.862087816423243
arborio,66.69229125976562,136.9718780517578,7098.0,364.5340505838394,0.6712273689758969,0.48690499253112735,79.97024286724829,11575.142005340687,0.6812396476323025,-1.5000737349219424,8.995581382801413
arborio,73.30904388427734,145.78746032714844,8219.5,390.9188278913498,0.6758994420650641,0.5028487616134554,77.81556087120735,10512.315850015902,0.642260827479945,-1.5418060160389953,9.13863771717197
arborio,66.49356079101562,138.62384033203125,7145.0,358.87719798088074,0.697140584735985,0.47966901387056166,76.77643067179372,11272.101475701425,0.7462387468224863,-1.3939672281207491,9.005246528765884
arborio,74.21361541748047,148.76171875,8362.0,417.5878738164902,0.6025932596370852,0.49887575944318985,77.47898387231554,10067.269613474045,0.6044533272959041,-1.5998310656687493,9.16469802571681
arborio,77.87174987792969,150.2057647705078,8902.0,402.7594463825226,0.6896138633083263,0.5184338297328748,82.84322820037106,11219.777995806035,0.5750846135001128,-1.6312271917765688,9.211953340934915
arborio,71.91140747070312,143.21510314941406,7862.5,375.9482649564743,0.6990598392552178,0.5021216749442905,80.61527649668379,11289.496253649337,0.6407317797079338,-1.5488668602267865,9.091750487616057
arborio,67.75423431396484,142.6824188232422,7316.5,377.6051199436188,0.6448185051145673,0.47486042690305197,75.14405139035551,10750.029319594683,0.737699816561015,-1.4198661848054448,9.036411798944743
arborio,70.53489685058594,145.0354766845703,7846.5,380.85995185375214,0.6797594075912564,0.4863285760351477,78.17125026899075,10947.063034008164,0.6800910353501709,-1.4861508679052373,9.095841796487534
arborio,65.92813873291016,135.29307556152344,6833.5,369.5462431907654,0.6288042662260703,0.4872986918161223,66.38267807791745,8937.416765119957,0.8171382140833282,-1.2924283493759545,8.99148027773821
arborio,70.32451629638672,140.4613800048828,7647.5,369.8061294555664,0.7027180989994243,0.5006679864169216,78.25389645288428,10643.047548414932,0.6373796267095452,-1.5630599910254366,9.072529515974473
arborio,66.66883087158203,126.27603912353516,6481.0,345.5634881258011,0.6820185502474427,0.527961055274788,67.56006744414782,9434.680282586429,0.8361696481448442,-1.25450508926548,8.92819726199852
arborio,75.21636199951172,146.4244384765625,8184.0,379.90663516521454,0.7125604726145395,0.5136872149354444,81.64408484950113,11699.6228842279,0.6497151247370464,-1.537059624052764,9.131263515083829
arborio,68.18424987792969,135.28341674804688,7144.0,367.7056243419647,0.6639735272699028,0.5040104065741974,76.37677349168216,11053.461414203215,0.7300979634457319,-1.4355804698588477,9.00891671986474
arborio,76.20142364501953,140.79568481445312,8288.5,379.9482650756836,0.7215008952189438,0.5412198800370991,82.52717944369064,11520.312524507148,0.6162836511768971,-1.5707992244295512,9.142524617041403
arborio,72.40577697753906,134.7762908935547,7537.0,370.3330409526825,0.6905950428288404,0.5372293338649942,72.56740837696336,9650.26264633759,0.7055219616360803,-1.4560799096445047,9.071073190903173
arborio,69.65841674804688,138.09291076660156,7493.0,364.3919162750244,0.709133706481378,0.504431519050101,74.29140994731672,10001.585095422533,0.6936851481570389,-1.4678503356015957,9.05396848575521
arborio,75.63867950439453,130.06085205078125,7559.5,357.6051182746887,0.7428403453877018,0.5815637704331046,74.82118681318681,10229.918619250813,0.6926346014402143,-1.488579822532116,9.062971387700637
arborio,64.85055541992188,139.7021942138672,6944.5,363.9482650756836,0.6588272279492001,0.46420570403241845,64.81699972625239,8069.047585815402,0.7626366948092811,-1.3660473464953768,9.002842541528622
arborio,69.7747802734375,140.9302215576172,7626.5,376.23253524303436,0.6770526472087457,0.4951016148435638,73.68572762778061,10263.579234234523,0.7337558759741295,-1.4232854615412658,9.078218873651853
arborio,68.92115020751953,132.3785400390625,6758.5,346.6934311389923,0.706592390353769,0.5206368810774175,71.69387378237386,10340.821987768382,0.8076920051557381,-1.2943983738545308,8.957704481033058
arborio,68.41744995117188,143.6529083251953,7638.0,378.61731219291687,0.669558583415584,0.4762691598021209,74.15384615384616,9945.857779838645,0.6846041222967902,-1.4962825757823015,9.076004018123854
arborio,53.009708404541016,126.25019073486328,4911.0,315.7644990682602,0.6189466197673081,0.4198782441118537,57.27091020910209,8635.183885231381,1.10968714120959,-0.7385695500960612,8.688779368593732
arborio,70.48383331298828,135.3088836669922,7358.5,376.9188266992569,0.6508838520469858,0.5209106113568683,75.03640449438203,10320.929101679081,0.6987482550834608,-1.4765454655110637,9.039444070674747
arborio,65.33665466308594,113.50172424316406,5810.5,323.6051186323166,0.6972565530904805,0.5756446001041347,57.70539973287541,7635.985429724778,0.9583285533236973,-1.043030337650724,8.852415656857605
arborio,72.25118255615234,141.27944946289062,7894.5,374.2914105653763,0.7081328987021858,0.5114061728781744,78.0346316569983,10594.590243052486,0.6412776915278143,-1.5508946462176385,9.098510023415988
arborio,65.81019592285156,118.74559783935547,5940.0,322.7350618839264,0.7166448919872973,0.5542116686454569,64.04293144208037,9420.884587151328,0.9504815405722106,-1.0605554463200053,8.85328531166331
arborio,62.58259582519531,127.58869934082031,6270.5,339.11983728408813,0.6851815274716271,0.4905026553960084,63.11000650376289,8640.502717857431,0.8873614131547121,-1.1805006757406453,8.908847838560915
arborio,70.25324249267578,141.58372497558594,7573.5,364.0071395635605,0.7182682838604373,0.49619574922746196,83.19798596555181,12049.42234352409,0.6359422213139352,-1.5627345161641624,9.051456901046347
arborio,73.64056396484375,139.5687255859375,7908.5,372.63455641269684,0.7157110611470281,0.5276294073452766,76.11180232305216,10036.259654066636,0.6427627989546174,-1.5410019741970622,9.105478111038366
arborio,67.20542907714844,135.4644317626953,6941.5,357.6639940738678,0.681887529275392,0.49611125372657205,68.9626746779553,9291.148408814053,0.7696295821599326,-1.3700862904067548,8.99027073448308
arborio,68.29503631591797,139.82334899902344,7455.5,373.948264837265,0.6699827078778016,0.48843799554818956,71.47416644319298,9231.34050988666,0.6882885470594965,-1.4858310604277758,9.056071511660962
arborio,70.15264892578125,126.4822998046875,6778.0,350.8183208703995,0.6920650180399338,0.5546440018414447,68.02083813563229,9161.054934358153,0.7844420619445306,-1.3522673828540446,8.970628991971404
arborio,70.4063720703125,129.4853515625,7004.0,349.0782072544098,0.7222882128794269,0.5437400541506716,76.50213714077846,11432.349213330046,0.7610059923514217,-1.39056998428408,8.986012735180227
arborio,74.52127838134766,149.9562225341797,8515.5,395.40410900115967,0.6844435907044862,0.49695355832507676,87.3403032109701,12316.530348225926,0.5609637897887185,-1.6442419403719561,9.162933911407077
arborio,69.61823272705078,139.51687622070312,7505.5,374.77669179439545,0.6714974174102939,0.4989950650623872,73.21785200366284,9967.109563135642,0.7191877924530955,-1.4370970947219444,9.062125191933166
arborio,77.22079467773438,141.6240692138672,8434.5,378.6345566511154,0.7393136260946427,0.5452519130849354,85.02665222101842,11508.92561685305,0.5423080161034705,-1.6744818142864555,9.153926387212527
arborio,71.4845962524414,151.78660583496094,8108.0,396.617311000824,0.647709508331264,0.4709545737531499,80.84766207562066,10763.968678409889,0.5910785580138349,-1.6002774568129887,9.126175713282752
basmati,1.86061429977417,24.123435974121094,9.5,57.49747312068939,0.03611070368414202,0.07712890907291074,71.57683323600567,9880.342202935653,0.8892697736358871,-1.0840367558179032,9.118474897174309
basmati,44.59242248535156,227.0006103515625,7382.5,472.0315252542496,0.41636221530179107,0.19644186161565808,72.46202778138388,9958.505427728513,0.7395444314589604,-1.4174480521201902,9.059167894788112
basmati,44.75807571411133,235.49533081054688,7942.5,491.3696175813675,0.4133809778629711,0.19005929145201886,75.80292125317527,10197.392870382451,0.667578607605017,-1.5166893285550829,9.11983731246896
basmati,50.308380126953125,221.3754119873047,8542.0,492.13203036785126,0.44320654705369245,0.22725369396416156,93.31479447038359,12258.79392833595,0.4110252330738616,-1.8070696345724218,9.166251623286028
basmati,41.568878173828125,235.47634887695312,7157.0,472.13203144073486,0.40347250958755465,0.1765310120191719,80.93758622330051,11368.14976038842,0.6332606677928093,-1.5752075399932672,9.012092836313007
basmati,48.77202606201172,197.46803283691406,7335.0,452.90158236026764,0.4493681692195983,0.2469869444756753,74.00205955547928,10692.06650223725,0.7654685980441464,-1.3861212820584237,9.04812508866398
basmati,46.72821044921875,205.4090118408203,7098.5,435.74725437164307,0.4697936389139544,0.22748860933828122,74.14413276417807,11036.859049772775,0.794306807913307,-1.3388265345880876,9.014744529794847
basmati,51.41527557373047,179.81166076660156,7113.5,417.26197361946106,0.513423312134977,0.2859396067781629,80.69900075414782,11647.533928111612,0.6685784930710724,-1.5214808531811963,9.00373706940561
basmati,41.658199310302734,224.7682342529297,7096.0,475.2203435897827,0.3948511642421951,0.1853384640795155,81.22019117067403,10983.314986482965,0.5939271792025637,-1.6117555045971232,9.00130656896829
basmati,42.66029357910156,181.9586181640625,5930.0,398.1076453924179,0.4701793176672033,0.23445052512234965,62.164617142857146,9222.548489767707,0.993148898051174,-0.9793364067726222,8.862691001465478
basmati,44.3338508605957,224.73956298828125,7385.0,471.55338501930237,0.4173482820665523,0.1972676740628326,79.06204346649834,11324.952593930477,0.6834631760071808,-1.5030841109265565,9.041624208627148
basmati,38.554988861083984,192.48524475097656,5648.0,410.3919162750244,0.42141205676381005,0.20030100962265254,61.91015013355439,9666.598125767274,1.0611138596051297,-0.8352595974957082,8.821360189874841
basmati,41.75020980834961,189.04049682617188,5949.5,419.06096255779266,0.42573163285875804,0.2208532590069318,66.22380132070055,9744.418426702223,0.9171175765259205,-1.1201532852693665,8.862967782857934
basmati,48.63115310668945,195.55186462402344,7352.5,436.14927542209625,0.48570725052588815,0.24868672666553107,73.93622275204359,10826.812775105695,0.7812212304849827,-1.3508686000889392,9.045503757954792
basmati,51.2979850769043,182.29653930664062,7098.5,421.8650052547455,0.5012212191705968,0.28139856780613953,78.29413146642861,11098.793813702025,0.6816435693484171,-1.4965557340746027,8.998830921736351
basmati,50.44974136352539,205.331787109375,7818.0,454.81832230091095,0.47493002489469255,0.24569864254214133,75.86686241610738,10601.939824719328,0.703342670780261,-1.47140600338831,9.105288289277457
basmati,47.69873809814453,207.89659118652344,7694.0,468.5340517759323,0.44043287322686864,0.22943492159209836,77.3092297899427,11068.3531356894,0.7079372483688372,-1.4656548101832816,9.08948685304947
basmati,47.07086181640625,206.820068359375,7287.0,444.3086556196213,0.46386230938184164,0.22759329976922213,73.92040383032193,10692.823206457659,0.7583685786831486,-1.400878609076887,9.032828042017506
basmati,48.186798095703125,200.84918212890625,7040.0,427.5289989709854,0.4840066930567146,0.23991533141905722,71.54275029016034,10616.411006097083,0.834166481096822,-1.271744412419261,9.010380622889894
basmati,43.182029724121094,201.6718292236328,6787.0,451.2203427553177,0.41890001029631907,0.21412028586420354,69.03603524997818,10082.441071236522,0.8523690804240144,-1.2473930926622472,8.982997403999821
basmati,47.534095764160156,208.02149963378906,7264.5,442.39905405044556,0.46643079155949035,0.22850568738251306,74.78078144293526,10682.742602952583,0.7484565310573011,-1.3982532463844963,9.034861763689953
basmati,48.6251106262207,206.493408203125,7656.5,464.71781635284424,0.4455141531534654,0.23548020757344848,83.50257672129625,11352.335326941455,0.5717145344380623,-1.6392004648498155,9.074657740233512
basmati,50.38487243652344,228.69483947753906,8665.0,494.3330409526825,0.44559381309990276,0.22031486391048152,80.01602425292334,11151.33038616202,0.6392910219447201,-1.5599336535549253,9.199691348346843
basmati,51.432350158691406,237.87208557128906,9191.0,517.5878739356995,0.43112622749676366,0.2162185194415231,96.39365251104499,11841.500253641401,0.31255859176021655,-1.8723354428927759,9.235325914297553
basmati,39.362159729003906,192.23475646972656,5849.5,423.1787132024765,0.4104695848094343,0.2047608895075263,67.513428514377,9759.251816480115,0.8681120115980818,-1.216913674734918,8.841174524838685
basmati,41.98307800292969,202.5291748046875,6336.0,443.90663492679596,0.40405618585857833,0.2072939765019869,68.3172620646432,10492.884616516601,0.9185599583726887,-1.129987895379649,8.917784288889502
basmati,55.47035217285156,186.4837646484375,7914.0,434.41630029678345,0.5269794558941351,0.2974540560001309,78.62278470096157,10768.174555670907,0.6458895469905745,-1.5435751842960501,9.1107901165786
basmati,49.40541076660156,198.82913208007812,7377.5,445.379723072052,0.4673671679424502,0.24848175038406148,74.84111619795073,10692.69496522456,0.741391464068163,-1.4052948403161596,9.042996520985477
basmati,41.903072357177734,196.83636474609375,6323.5,435.97264885902405,0.41806989792372656,0.21288277911060796,69.0208559943249,9885.281428352164,0.8386123298196596,-1.2660153473758091,8.917183296245069
basmati,48.60979080200195,236.7923583984375,8598.5,512.2325356006622,0.41181128088916596,0.20528445736500048,97.69342410060038,12561.318624086058,0.3410147847088251,-1.8599263083013176,9.169270946942872
basmati,52.723594665527344,212.54696655273438,8547.0,479.24472856521606,0.46763701409673086,0.2480562085671839,91.52159635119726,11921.693456060557,0.4303509272006599,-1.777401695004669,9.166083593238154
basmati,42.537532806396484,195.759521484375,6443.0,444.90158224105835,0.4090440642059762,0.2172948344164793,68.31904565645465,9936.162577685189,0.8693120728481665,-1.2024000541019788,8.933048104162603
basmati,48.0281867980957,221.0620574951172,7829.5,475.688379406929,0.43480928361111704,0.21726110460704703,83.8922547971937,11066.422763502984,0.5382522048433488,-1.670260000945394,9.094232980826527
basmati,44.28617477416992,214.85906982421875,7026.5,460.0559096336365,0.4171840414903558,0.20611731592434743,76.976682878051,11359.697788205829,0.7450391450767886,-1.4141150975474976,8.999695644403237
basmati,47.52172088623047,218.08909606933594,7580.0,464.3330408334732,0.4417940813550595,0.21790048994986036,81.53342725991911,11370.861344555304,0.6183785687525825,-1.5913852107016644,9.065955899159098
basmati,46.76259231567383,185.25082397460938,6554.5,415.2030973434448,0.47778032617003635,0.2524285253494103,72.62603572086172,10966.213492643908,0.8352697770515629,-1.2706231325565616,8.938849575494249
basmati,44.88438034057617,211.4556121826172,6906.5,445.06096291542053,0.43815611153057826,0.2122638405161512,77.75410143433018,11394.347427398729,0.7253919854256636,-1.4430343608592715,8.978422540387594
basmati,51.9225959777832,220.30441284179688,8631.5,485.60511922836304,0.4599701259061854,0.23568568286042194,92.47897046722136,11884.50611805865,0.3993806507832097,-1.80875302639728,9.17460829215496
basmati,56.08665084838867,214.16465759277344,9053.0,527.528998374939,0.4087988906873883,0.2618856513432551,89.68512467755804,11433.29294295522,0.4275862748419286,-1.7842220446464503,9.22628640913453
basmati,45.18674850463867,227.1375732421875,7784.5,485.26197350025177,0.4154206364750568,0.19893999860805897,75.6852675786935,10684.253764826111,0.7157963745007092,-1.456988297516648,9.10628598181564
basmati,48.528175354003906,193.21800231933594,6994.0,438.5584360361099,0.45696249091224234,0.2511576290588092,73.05271464646465,10286.330960343534,0.7552678980732439,-1.3958209083469906,9.006960880429707
basmati,48.64033508300781,210.08924865722656,7589.0,448.84270632267,0.4733758219642104,0.23152224777750283,78.73906567366284,10649.441595064747,0.6301123758784424,-1.5698903806398847,9.073621417541327
basmati,47.989986419677734,210.92930603027344,7503.0,473.58787393569946,0.4203815650453334,0.22751692177278587,83.00061009949314,11325.668434018618,0.5805084676853722,-1.6306193866028902,9.057823372511153
basmati,42.487388610839844,197.96469116210938,5998.5,403.6295042037964,0.4626863830346184,0.2146210435882617,66.20949773413898,9900.463757980357,0.9367019847291669,-1.0812905224422211,8.866683965046152
basmati,55.363643646240234,226.23184204101562,8758.0,498.308656334877,0.4432185634393612,0.2447208277436156,81.08868599927604,10978.462834226422,0.5947556258520552,-1.604728187738047,9.20101371801384
basmati,45.51184844970703,228.46156311035156,7632.0,485.78888463974,0.40639941935952884,0.19921008956646194,85.29588988353066,11238.709831023009,0.5136823648072496,-1.7059874254316334,9.067746797647057
basmati,41.20371627807617,196.17816162109375,6002.5,419.0365777015686,0.4295741746823863,0.21003212558214637,68.02061604444877,9991.478325344244,0.877963660309782,-1.191143308618025,8.858265029248592
basmati,39.59185028076172,189.21763610839844,5842.0,419.2792180776596,0.4176040896520176,0.20923974685996213,61.657369255150556,9381.360213409722,1.0296090289768656,-0.9071049122106372,8.849999014021098
